seed,batch_fac_loc,confounding,conf_nmi,n_cells,n_genes,oracle_traj_var,tag,arm,method,kbet,asw_batch,ilisi,pcr_batch,traj_var,TVR,bio_removed,step_var,rho_true,knn_oracle,branch_ari,local_time_disp,nbr_purity,seconds,supervised,scib_traj_cons
1,0.35,0.0,0.0016,1200,1860,0.36424785288279143,E1,oracle,oracle,0.955,0.9832479953765869,0.5637602806091309,0.0004016096123431103,0.36424785288279143,1.0,0.0,0.25309172377251604,0.6948691234281859,1.0,0.49043775427587355,0.41736437124995096,0.6398888888888888,0.0,False,
1,0.35,0.0,0.0016,1200,1860,0.36424785288279143,E1,batch,uncorrected,0.0,0.5418412685394287,0.0,0.7007959185312655,0.11527990901431229,0.31648754577945953,0.6835124542205404,0.08301241128501924,0.9121998049882872,0.0668888888888889,0.0420577221060212,0.4920010548589463,0.5803611111111111,0.16,False,0.9817871674197963
1,0.35,0.0,0.0016,1200,1860,0.36424785288279143,E1,batch,ComBat,0.9391666666666667,0.9816892147064209,0.5739192962646484,0.0,0.3528193543235559,0.9686243900443442,0.0313756099556558,0.2500583849623158,0.9101252733487677,0.0773611111111111,0.4596002166250276,0.4381400357515139,0.62725,0.46,False,0.5538171576166387
1,0.35,0.0,0.0016,1200,1860,0.36424785288279143,E1,batch,Harmony,0.5775,0.9679797887802124,0.4620922803878784,0.005826259811329284,0.34810667624952196,0.9556862820040742,0.04431371799592576,0.24780058463256652,0.8618718612469303,0.07630555555555556,0.46254427628040234,0.45402122373659226,0.6195277777777778,0.23,False,0.5481482141759157
1,0.35,0.0,0.0016,1200,1860,0.36424785288279143,E1,batch,Scanorama-embed,0.8908333333333334,0.9800630807876587,0.5350358486175537,0.001120130950920364,0.3708325300182703,1.0180774631432012,-0.018077463143201244,0.2698369265574681,0.9123906376029399,0.07452777777777776,0.5602792641070377,0.4349877533232107,0.6432777777777777,2.02,False,0.5291044507261439
1,0.35,0.0,0.0016,1200,1860,0.36424785288279143,E1,batch,Scanorama-matrix,0.47,0.9135448336601257,0.44755828380584717,0.007276573524804911,0.3780563659677497,1.0379096622688992,-0.03790966226889925,0.2656872461853823,0.9228661312814777,0.08,0.5117919930433033,0.4201192156518878,0.6692222222222223,0.1,False,0.5333319545350576
1,0.35,0.0,0.0016,1200,1860,0.36424785288279143,E1,batch,BBKNN,0.3525,0.8885990977287292,0.23994559049606323,0.04686431145756246,0.22425322224769326,0.6156610683436314,0.38433893165636857,0.1297375455251661,0.7759475113486802,0.07255555555555555,0.3415904222393455,0.4243712580983554,0.6633888888888889,1.29,False,0.5188002418752103
1,0.35,0.0,0.0016,1200,1860,0.36424785288279143,E1,batch,scVI,0.6658333333333334,0.961154580116272,0.48030710220336914,0.02155059652471357,0.1671088832952489,0.45877795015862893,0.5412220498413711,0.11533898851830021,0.7403295807412288,0.05974999999999999,0.3034349495917012,0.5444247638436289,0.5564444444444444,38.24,False,0.49913324834742323
1,0.35,0.0,0.0016,1200,1860,0.36424785288279143,E1,batch,scANVI,0.6858333333333333,0.9602619409561157,0.4904983639717102,0.020998321363990033,0.2534517039574268,0.6958220946301173,0.30417790536988265,0.17743236509932764,0.902040628276076,0.06916666666666667,0.6696659720993061,0.44204363938034524,0.7324444444444445,54.28,True,0.5285409571206384
1,0.35,0.0,0.0016,1200,1860,0.36424785288279143,E1,batch,scGen,0.0,0.5376183986663818,0.0,0.6915020845473961,0.1117956503985728,0.3069219200985837,0.6930780799014162,0.08320825283771967,0.8638934995011559,0.06433333333333333,0.04237504771967821,0.5050185113115765,0.5692222222222222,14.42,True,0.9413283520522003
