bfl,tv_uncorr,tv_oracle,TVR,kbet,asw_batch
0.0,0.38571629372396216,0.3756160392141578,1.0268898381734057,0.9133333333333333,0.9788891077041626
0.1,0.3371047182632099,0.3756094874725166,0.8974872294403264,0.07583333333333334,0.9160143136978149
0.2,0.2271886765303496,0.3756116116515794,0.6048499819571387,0.0,0.7362264394760132
0.35,0.11841783886233868,0.37560869671585373,0.3152691614910111,0.0,0.5266196131706238
0.5,0.0660968571128798,0.3756126678789309,0.17597078790267112,0.0,0.40654289722442627
